Event	ID	Name			Wwise Object Path	Notes
	2137943	life			\Default Work Unit\PowerUps\life	
	236977299	powerupCollect			\Default Work Unit\PowerUps\powerupCollect	
	344481046	ice			\Default Work Unit\Level\ice	
	491961918	forest			\Default Work Unit\Level\forest	
	540301611	lava			\Default Work Unit\Level\lava	
	567967104	goal			\Default Work Unit\Level\goal	
	600194807	doublePoints			\Default Work Unit\PowerUps\doublePoints	
	640944686	invincible			\Default Work Unit\PowerUps\invincible	
	664555880	menuSelect			\Default Work Unit\UI\menuSelect	
	872879572	powerupUse			\Default Work Unit\PowerUps\powerupUse	
	1350496757	playerMovement			\Default Work Unit\Player\playerMovement	
	1585024601	shipEngine			\Default Work Unit\Player\shipEngine	
	1656947812	playerDeath			\Default Work Unit\Player\playerDeath	
	1850388778	desert			\Default Work Unit\Level\desert	
	1865350373	slowTime			\Default Work Unit\PowerUps\slowTime	
	2044049779	dead			\Default Work Unit\Level\dead	
	2144546276	playerSwipe			\Default Work Unit\Player\playerSwipe	
	2446068219	enemyFire			\Default Work Unit\Enemy\enemyFire	
	2607556080	menu			\Default Work Unit\Level\menu	
	2747570134	playerFire			\Default Work Unit\Player\playerFire	
	2999241083	lightningStrike			\Default Work Unit\PowerUps\lightningStrike	
	3048058352	random			\Default Work Unit\PowerUps\random	
	3050945240	New_Event			\Default Work Unit\PowerUps\New_Event	
	3249137159	enemyDeath			\Default Work Unit\Enemy\enemyDeath	
	3532008398	menuSwipe			\Default Work Unit\UI\menuSwipe	
	3573931707	loading			\Default Work Unit\Level\loading	
	3829570280	playerWin			\Default Work Unit\Player\playerWin	
	4214620523	resetMultiplier			\Default Work Unit\Score\resetMultiplier	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1350179952	GameSpeed			\Default Work Unit\GameSpeed	

Effect plug-ins	ID	Name	Type				Notes
	516595383	PowerUp3	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PowerUp3_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Power Ups\PowerUp3		313280
	540444792	Laser HF3	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\Laser HF3_8DC3037F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cannon2\Laser HF\Laser HF3		63872
	560663328	EnemyDeathGlassLayer1	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\EnemyDeathGlassLayer1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\EnemyDeath\EnemyDeathGlassLayer1		348224
	606823282	PlayerWinTone	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PlayerWinTone_4B8CC0C5.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Win\PlayerWinTone\PlayerWinTone		3510924
	647682736	PowerUp6	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PowerUp6_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Power Ups\PowerUp6		358028
	727248570	UI2	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\UI2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI2		480068
	767504814	Laser LP3	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\Laser LP3_D154AA48.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cannon2\Laser LP\Laser LP3		52580
	776083260	Loading Mix1	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\Loading Mix1_4B8CC0C5.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Loading\Loading Mix1\Loading Mix1		4859548
	822560933	EnemyDeathExplosionLow	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\EnemyDeathExplosionLow_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\EnemyDeath\EnemyDeathExplosionLow		439644
	828092820	PowerUp8	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PowerUp8_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Power Ups\PowerUp8		179048
	841251737	74 Track 74	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\74 Track 74_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerDeath\74 Track 74		2196544
	869338170	PowerUp5	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PowerUp5_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Power Ups\PowerUp5		358028
	874969708	UI1	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\UI1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI1		480068
	922431912	PowerUp7	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\PowerUp7_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Power Ups\PowerUp7		358028
	966113440	EnemyDeathGlassLayer3	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\EnemyDeathGlassLayer3_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\EnemyDeath\EnemyDeathGlassLayer3		146292
	970338993	Forest	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\Forest_4B8CC0C5.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Forest\Forest\Forest		26922416
	1008538817	DeathTone	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\DeathTone_4B8CC0C5.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Death\DeathTone\DeathTone		894968
	1027588360	EnemyDeathGlassLayer2	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\EnemyDeathGlassLayer2_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\EnemyDeath\EnemyDeathGlassLayer2		146292
	1046353490	Laser HF2	Y:\Documents\gitRepos\madeByOctopodes\SpaceShark\SpaceShark_WwiseProject\.cache\Windows\SFX\Laser HF2_EEFBF27A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cannon2\Laser HF\Laser HF2		61508

